"Параметр визита, ур. 1","Параметр визита, ур. 2","Параметр визита, ур. 3","Параметр визита, ур. 4","Параметр визита, ур. 5","Визиты","Посетители","Роботность","Сумма параметров визитов","Среднее параметров визитов","Количество параметров визитов","Отказы","Глубина просмотра","Время на сайте"
"cantSave-first","stack","FetchError: Request timeout
    at p.reject.error (https://yandex.ru/games/sdk/v2:1:3025)
    at Object._handleEvent (https://yandex.ru/games/sdk/v2:1:3055)
    at https://yandex.ru/games/sdk/v2:1:2640","Не определено","Не определено","968","848","0.0030991735537190084","0","0.0","1898","0.0030991735537190084","3.668388429752066","00:50:32"
"badWord","лив","Не определено","Не определено","Не определено","965","930","0.0031088082901554403","0","0.0","1193","0.0010362694300518134","1.801036269430052","01:04:36"
"badWord","пени","Не определено","Не определено","Не определено","965","930","0.0031088082901554403","0","0.0","1281","0.0","2.0041450777202074","01:05:26"
"badWord","ван","Не определено","Не определено","Не определено","962","919","0.002079002079002079","0","0.0","1219","0.0","2.134095634095634","01:01:17"
"badWord","тер","Не определено","Не определено","Не определено","958","917","0.0020876826722338203","0","0.0","1176","0.0","2.921711899791232","01:04:18"
"badWord","пок","Не определено","Не определено","Не определено","956","905","0.005230125523012552","0","0.0","1272","0.0","1.993723849372385","01:01:04"
"badWord","мок","Не определено","Не определено","Не определено","954","930","0.0","0","0.0","1235","0.0","2.470649895178197","01:01:30"
"badWord","лас","Не определено","Не определено","Не определено","952","919","0.0","0","0.0","1214","0.0010504201680672268","1.9170168067226891","01:03:34"
"badWord","урка","Не определено","Не определено","Не определено","952","926","0.005252100840336135","0","0.0","1073","0.0010504201680672268","1.6775210084033614","01:05:44"
"badWord","соть","Не определено","Не определено","Не определено","949","930","0.001053740779768177","0","0.0","1231","0.001053740779768177","1.654373024236038","01:02:20"
"badWord","кин","Не определено","Не определено","Не определено","948","894","0.002109704641350211","0","0.0","1162","0.0010548523206751054","2.1371308016877637","01:02:09"
"badWord","миль","Не определено","Не определено","Не определено","945","931","0.006349206349206349","0","0.0","1189","0.0021164021164021165","1.5534391534391534","00:46:37"
"badWord","рас","Не определено","Не определено","Не определено","944","888","0.007415254237288136","0","0.0","1165","0.00211864406779661","1.7256355932203389","01:01:33"
"badWord","рит","Не определено","Не определено","Не определено","941","882","0.003188097768331562","0","0.0","1145","0.0010626992561105207","1.7279489904357066","00:57:48"
"badWord","дир","Не определено","Не определено","Не определено","934","909","0.0010706638115631692","0","0.0","1214","0.0010706638115631692","3.0556745182012848","01:03:59"
"badWord","вир","Не определено","Не определено","Не определено","929","897","0.001076426264800861","0","0.0","1174","0.0","2.874058127018299","01:01:45"
"badWord","инк","Не определено","Не определено","Не определено","929","892","0.001076426264800861","0","0.0","1140","0.001076426264800861","1.7664155005382132","01:04:37"
"badWord","ки","Не определено","Не определено","Не определено","929","906","0.005382131324004305","0","0.0","1146","0.0","2.7319698600645856","01:02:06"
"badWord","ут","Не определено","Не определено","Не определено","928","902","0.0021551724137931034","0","0.0","1166","0.0021551724137931034","1.8588362068965518","01:00:12"
"badWord","од","Не определено","Не определено","Не определено","922","897","0.0021691973969631237","0","0.0","1198","0.0010845986984815619","2.5932754880694144","01:01:12"
"badWord","ел","Не определено","Не определено","Не определено","921","887","0.0010857763300760044","0","0.0","1168","0.002171552660152009","3.550488599348534","01:02:57"
"badWord","лам","Не определено","Не определено","Не определено","921","905","0.003257328990228013","0","0.0","1150","0.0","1.740499457111835","00:57:52"
"badWord","сети","Не определено","Не определено","Не определено","919","892","0.003264417845484222","0","0.0","1107","0.001088139281828074","2.79651795429815","01:05:00"
